"Layer","Category","Decision","Risk","Action","Path","Bytes","Size","FileCount","Reason"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\_venv\via_amd_cpu\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182326272","173.88 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_20260602_052456\ARCHIVE\module\supportive_module\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_061318\ARCHIVE\module\supportive_module\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Desktop\VeritasIntelligenceAnalytics\_packages\_VIA_ActiveETF_SAFE_PANORAMA_RUNS\RUN_20260604_080746\_supportive_bundle\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_091358\ARCHIVE\module\supportive_module\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_055208\ARCHIVE\module\supportive_module\others\.venv\Lib\site-packages\_polars_runtime_32\_polars_runtime.pyd","182299648","173.85 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".zip","CANDIDATE","LOW","INSTALLER_ARCHIVE_REVIEW_CANDIDATE","C:\Users\tonyk\Downloads\VRN-20251221-0033.zip","172382723","164.40 MB","1","Downloads installer/archive 大檔；可隔離到 review，不直接刪除。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_055208\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_20260602_052456\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_PACKAGE_FREEZE_20260602_150557\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_091358\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL070_VRN_v141D6_Extracted_Data_Full_Validation__GOVERNANCE__v141D6.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_061318\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".json","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_054737\ARCHIVE\module\VRN\temp\_validation_runs\RUN_20260527_091654_VRN_V141D6_EXTRACTED_DATA_FULL_VALIDATION\VRN_v141D6_Extracted_Data_Full_Validation.json","157747533","150.44 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"TopFolder","Folder","CANDIDATE","LOW","QUARANTINE_REVIEW_CANDIDATE","C:\Users\tonyk\Downloads\VRN-20251221-0033","154546898","147.39 MB","1216","疑似舊 coding package / archive / backup。先隔離候選，不直接刪除。"
"LargeFile",".exe","CANDIDATE","LOW","INSTALLER_ARCHIVE_REVIEW_CANDIDATE","C:\Users\tonyk\Downloads\Claude Setup.exe","136412832","130.09 MB","1","Downloads installer/archive 大檔；可隔離到 review，不直接刪除。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_20260602_052456\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_092700\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_055208\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_061318\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_091358\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_054737\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_adj_tw\rolling_beta.parquet","133171946","127.00 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".pyd","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\桌面\VeritasReportNova™\temp\新增資料夾\camelot_env\Lib\site-packages\polars\polars.pyd","132525568","126.39 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_091358\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_rewrite\rolling_beta.parquet","124174915","118.42 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VDF\_fx_rates_beta_runs\latest_rewrite\rolling_beta.parquet","124174915","118.42 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_061318\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_rewrite\rolling_beta.parquet","124174915","118.42 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_055208\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_rewrite\rolling_beta.parquet","124174915","118.42 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
"LargeFile",".parquet","CANDIDATE","MEDIUM","ONEDRIVE_ONLINE_ONLY_REVIEW_CANDIDATE","C:\Users\tonyk\OneDrive\Documents\VeritasIntelligenceAnalytics\VIA_VRN_FINAL_ARCHIVE_TURBO_20260602_054737\ARCHIVE\module\VDF\_fx_rates_beta_runs\latest_rewrite\rolling_beta.parquet","124174915","118.42 MB","1","OneDrive 大檔；優先做 online-only 候選，保留雲端，不刪檔。"
